cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS Guamirim,2,4,10tr193,F. cortaderiae,3-ADON,2,19,0,1,0,1,5.26
BRS Guamirim,2,4,10tr193,F. cortaderiae,3-ADON,3,21,0,1,0,1,4.76
BRS Guamirim,2,4,10tr193,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr193,F. cortaderiae,3-ADON,5,19,1,1,0,2,10.53
BRS Guamirim,2,7,10tr193,F. cortaderiae,3-ADON,1,18,0,1,1,2,11.11
BRS Guamirim,2,7,10tr193,F. cortaderiae,3-ADON,2,19,0,1,1,2,10.53
BRS Guamirim,2,7,10tr193,F. cortaderiae,3-ADON,3,21,0,1,0,1,4.76
BRS Guamirim,2,7,10tr193,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr193,F. cortaderiae,3-ADON,5,19,1,1,0,2,10.53
BRS Guamirim,2,11,10tr193,F. cortaderiae,3-ADON,1,19,0,1,1,2,10.53
BRS Guamirim,2,11,10tr193,F. cortaderiae,3-ADON,2,21,0,1,1,2,9.52
BRS Guamirim,2,11,10tr193,F. cortaderiae,3-ADON,3,17,0,1,1,2,11.76
BRS Guamirim,2,11,10tr193,F. cortaderiae,3-ADON,4,19,1,1,0,2,10.53
BRS Guamirim,2,11,10tr193,F. cortaderiae,3-ADON,5,19,1,1,0,2,10.53
BRS Guamirim,2,17,10tr193,F. cortaderiae,3-ADON,1,19,0,1,3,4,21.05
BRS Guamirim,2,17,10tr193,F. cortaderiae,3-ADON,2,21,1,1,2,4,19.05
BRS Guamirim,2,17,10tr193,F. cortaderiae,3-ADON,3,17,0,1,1,2,11.76
BRS Guamirim,2,17,10tr193,F. cortaderiae,3-ADON,4,19,2,1,2,5,26.32
BRS Guamirim,2,17,10tr193,F. cortaderiae,3-ADON,5,19,2,1,1,4,21.05
BRS Guamirim,2,24,10tr193,F. cortaderiae,3-ADON,1,19,1,1,4,6,31.58
BRS Guamirim,2,24,10tr193,F. cortaderiae,3-ADON,2,21,2,1,4,7,33.33
BRS Guamirim,2,24,10tr193,F. cortaderiae,3-ADON,3,17,2,1,2,5,29.41
BRS Guamirim,2,24,10tr193,F. cortaderiae,3-ADON,4,19,2,1,4,7,36.84
BRS Guamirim,2,24,10tr193,F. cortaderiae,3-ADON,5,19,4,1,2,7,36.84
BRS 194,1,4,09tr011,F. cortaderiae,NIV,1,21,0,0,0,0,0
BRS 194,1,4,09tr011,F. cortaderiae,NIV,2,21,0,1,0,1,4.76
BRS 194,1,4,09tr011,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,4,09tr011,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,7,09tr011,F. cortaderiae,NIV,1,21,0,0,0,0,0
BRS 194,1,7,09tr011,F. cortaderiae,NIV,2,21,0,1,0,1,4.76
BRS 194,1,7,09tr011,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,7,09tr011,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,11,09tr011,F. cortaderiae,NIV,1,21,0,1,0,1,4.76
BRS 194,1,11,09tr011,F. cortaderiae,NIV,2,21,1,1,0,2,9.52
BRS 194,1,11,09tr011,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,11,09tr011,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,15,09tr011,F. cortaderiae,NIV,1,21,0,1,3,4,19.05
BRS 194,1,15,09tr011,F. cortaderiae,NIV,2,21,2,1,1,4,19.05
BRS 194,1,15,09tr011,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,15,09tr011,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS 194,1,19,09tr011,F. cortaderiae,NIV,1,21,0,1,4,5,23.81
BRS 194,1,19,09tr011,F. cortaderiae,NIV,2,21,4,1,0,5,23.81
BRS 194,1,19,09tr011,F. cortaderiae,NIV,3,17,1,1,0,2,11.76
BRS 194,1,19,09tr011,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS 194,2,4,09tr011,F. cortaderiae,NIV,1,20,0,0,0,0,0
BRS 194,2,4,09tr011,F. cortaderiae,NIV,2,16,0,0,0,0,0
BRS 194,2,7,09tr011,F. cortaderiae,NIV,1,20,0,0,0,0,0
BRS 194,2,7,09tr011,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS 194,2,11,09tr011,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS 194,2,11,09tr011,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS 194,2,20,09tr011,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS 194,2,20,09tr011,F. cortaderiae,NIV,2,16,1,1,0,2,12.5
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,3,18,0,1,0,1,5.556
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,4,09tr011,F. cortaderiae,NIV,6,17,0,1,0,1,5.882
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,3,18,0,1,0,1,5.556
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,5,17,0,1,1,2,11.765
BRS Guamirim,1,7,09tr011,F. cortaderiae,NIV,6,17,0,1,0,1,5.882
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,2,20,0,1,0,1,5
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,3,18,0,1,0,1,5.556
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,5,17,0,1,1,2,11.765
BRS Guamirim,1,11,09tr011,F. cortaderiae,NIV,6,17,0,1,0,1,5.882
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,1,16,0,1,0,1,6.25
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,2,20,2,1,2,5,25
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,3,18,0,1,1,2,11.111
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,4,16,0,1,2,3,18.75
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,5,17,0,1,1,2,11.765
BRS Guamirim,1,17,09tr011,F. cortaderiae,NIV,6,17,1,1,1,3,17.647
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,1,16,2,1,2,5,31.25
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,2,20,2,1,5,8,40
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,3,18,1,1,2,4,22.222
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,4,16,1,1,3,5,31.25
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,5,17,2,1,3,6,35.294
BRS Guamirim,1,24,09tr011,F. cortaderiae,NIV,6,17,2,1,3,6,35.294
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,1,15,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,2,15,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,3,16,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,4,16,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,5,17,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,6,17,0,0,0,0,0
BRS Guamirim,2,4,09tr011,F. cortaderiae,NIV,7,17,0,0,0,0,0
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,1,15,0,1,0,1,6.67
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,2,15,0,0,0,0,0
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,3,16,0,0,0,0,0
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,4,16,0,0,0,0,0
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,6,17,0,1,0,1,5.88
BRS Guamirim,2,7,09tr011,F. cortaderiae,NIV,7,17,0,1,0,1,5.88
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,1,15,0,1,0,1,6.67
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,2,15,0,1,0,1,6.67
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,6,17,0,1,0,1,5.88
BRS Guamirim,2,11,09tr011,F. cortaderiae,NIV,7,17,0,1,0,1,5.88
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,1,15,1,1,1,3,20
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,2,15,0,1,0,1,6.67
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,3,16,0,1,0,1,6.25
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,6,17,0,1,1,2,11.76
BRS Guamirim,2,17,09tr011,F. cortaderiae,NIV,7,17,1,1,2,4,23.53
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,1,15,3,1,3,7,46.67
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,2,15,1,1,1,3,20
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,3,16,0,1,4,5,31.25
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,4,16,0,1,0,1,6.25
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,6,17,0,1,1,2,11.76
BRS Guamirim,2,24,09tr011,F. cortaderiae,NIV,7,17,2,1,3,6,35.29
BRS 194,1,4,09tr137,F. cortaderiae,NIV,1,22,0,1,0,1,4.55
BRS 194,1,4,09tr137,F. cortaderiae,NIV,2,17,0,1,0,1,5.88
BRS 194,1,4,09tr137,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,4,09tr137,F. cortaderiae,NIV,4,20,0,1,0,1,5
BRS 194,1,7,09tr137,F. cortaderiae,NIV,1,22,0,1,0,1,4.55
BRS 194,1,7,09tr137,F. cortaderiae,NIV,2,17,0,1,0,1,5.88
BRS 194,1,7,09tr137,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,7,09tr137,F. cortaderiae,NIV,4,20,0,1,1,2,10
BRS 194,1,11,09tr137,F. cortaderiae,NIV,1,22,0,1,0,1,4.55
BRS 194,1,11,09tr137,F. cortaderiae,NIV,2,17,0,1,0,1,5.88
BRS 194,1,11,09tr137,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS 194,1,11,09tr137,F. cortaderiae,NIV,4,20,0,1,1,2,10
BRS 194,1,15,09tr137,F. cortaderiae,NIV,1,22,0,1,0,1,4.55
BRS 194,1,15,09tr137,F. cortaderiae,NIV,2,17,0,1,0,1,5.88
BRS 194,1,15,09tr137,F. cortaderiae,NIV,3,18,0,1,2,3,16.67
BRS 194,1,15,09tr137,F. cortaderiae,NIV,4,20,0,1,1,2,10
BRS 194,1,19,09tr137,F. cortaderiae,NIV,1,22,0,1,1,2,9.09
BRS 194,1,19,09tr137,F. cortaderiae,NIV,2,17,0,1,0,1,5.88
BRS 194,1,19,09tr137,F. cortaderiae,NIV,3,18,0,1,2,3,16.67
BRS 194,1,19,09tr137,F. cortaderiae,NIV,4,20,0,1,1,2,10
BRS 194,2,4,09tr137,F. cortaderiae,NIV,1,19,2,1,1,4,21.05
BRS 194,2,4,09tr137,F. cortaderiae,NIV,2,20,2,1,1,4,20
BRS 194,2,7,09tr137,F. cortaderiae,NIV,1,19,2,1,1,4,21.05
BRS 194,2,7,09tr137,F. cortaderiae,NIV,2,20,3,1,1,5,25
BRS 194,2,11,09tr137,F. cortaderiae,NIV,1,19,2,1,1,4,21.05
BRS 194,2,11,09tr137,F. cortaderiae,NIV,2,20,3,1,2,6,30
BRS 194,2,20,09tr137,F. cortaderiae,NIV,1,19,3,1,2,6,31.58
BRS 194,2,20,09tr137,F. cortaderiae,NIV,2,20,4,1,2,7,35
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,1,12,0,1,0,1,8.333
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,2,17,2,1,0,3,17.647
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,3,13,1,1,0,2,15.385
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,5,16,1,1,0,2,12.5
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,6,18,0,1,0,1,5.556
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,7,19,1,1,0,2,10.526
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,8,17,2,1,0,3,17.647
BRS Guamirim,1,4,09tr137,F. cortaderiae,NIV,9,13,0,1,0,1,7.692
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,1,12,0,1,0,1,8.333
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,2,17,2,1,0,3,17.647
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,3,13,2,1,1,4,30.769
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,5,16,1,1,0,2,12.5
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,6,18,0,1,0,1,5.556
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,7,19,1,1,0,2,10.526
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,8,17,2,1,0,3,17.647
BRS Guamirim,1,7,09tr137,F. cortaderiae,NIV,9,13,0,1,0,1,7.692
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,1,12,0,1,0,1,8.333
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,2,17,2,1,1,4,23.529
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,3,13,2,1,1,4,30.769
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,5,16,1,1,0,2,12.5
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,6,18,0,1,0,1,5.556
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,7,19,1,1,0,2,10.526
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,8,17,1,1,1,3,17.647
BRS Guamirim,1,11,09tr137,F. cortaderiae,NIV,9,13,0,1,0,1,7.692
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,1,12,0,1,0,1,8.333
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,2,17,2,1,2,5,29.412
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,3,13,2,1,1,4,30.769
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,4,16,0,1,1,2,12.5
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,5,16,1,1,0,2,12.5
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,6,18,2,1,0,3,16.667
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,7,19,1,1,0,2,10.526
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,8,17,1,1,1,3,17.647
BRS Guamirim,1,17,09tr137,F. cortaderiae,NIV,9,13,0,1,0,1,7.692
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,1,12,0,1,1,2,16.667
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,2,17,2,1,3,6,35.294
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,3,13,2,1,1,4,30.769
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,4,16,0,1,2,3,18.75
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,5,16,3,1,3,7,43.75
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,6,18,1,1,2,4,22.222
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,7,19,1,1,1,3,15.789
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,8,17,1,1,1,3,17.647
BRS Guamirim,1,24,09tr137,F. cortaderiae,NIV,9,13,0,1,0,1,7.692
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,1,19,0,1,0,1,5.26
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,3,18,1,1,0,2,11.11
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,09tr137,F. cortaderiae,NIV,6,16,0,1,0,1,6.25
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,1,19,0,1,0,1,5.26
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,3,18,1,1,1,3,16.67
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,09tr137,F. cortaderiae,NIV,6,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,1,19,0,1,0,1,5.26
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,3,18,1,1,1,3,16.67
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,09tr137,F. cortaderiae,NIV,6,16,1,1,0,2,12.5
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,1,19,0,1,1,2,10.53
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,2,16,1,1,2,4,25
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,3,18,2,1,4,7,38.89
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,4,19,1,1,3,5,26.32
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,5,17,1,1,2,4,23.53
BRS Guamirim,2,17,09tr137,F. cortaderiae,NIV,6,16,1,1,0,2,12.5
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,1,19,3,1,2,6,31.58
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,2,16,3,1,3,7,43.75
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,3,18,3,1,4,8,44.44
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,4,19,1,1,7,9,47.37
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,5,17,1,1,3,5,29.41
BRS Guamirim,2,24,09tr137,F. cortaderiae,NIV,6,16,1,1,2,4,25
BRS 194,1,4,09tr143,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS 194,1,4,09tr143,F. cortaderiae,NIV,2,19,0,1,0,1,5.26
BRS 194,1,4,09tr143,F. cortaderiae,NIV,3,17,0,1,0,1,5.88
BRS 194,1,4,09tr143,F. cortaderiae,NIV,4,18,0,1,0,1,5.56
BRS 194,1,4,09tr143,F. cortaderiae,NIV,5,19,0,1,0,1,5.26
BRS 194,1,7,09tr143,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS 194,1,7,09tr143,F. cortaderiae,NIV,2,19,0,1,1,2,10.53
BRS 194,1,7,09tr143,F. cortaderiae,NIV,3,17,1,1,0,2,11.76
BRS 194,1,7,09tr143,F. cortaderiae,NIV,4,18,0,1,1,2,11.11
BRS 194,1,7,09tr143,F. cortaderiae,NIV,5,19,0,1,0,1,5.26
BRS 194,1,11,09tr143,F. cortaderiae,NIV,1,20,0,1,1,2,10
BRS 194,1,11,09tr143,F. cortaderiae,NIV,2,19,1,1,1,3,15.79
BRS 194,1,11,09tr143,F. cortaderiae,NIV,3,17,1,1,0,2,11.76
BRS 194,1,11,09tr143,F. cortaderiae,NIV,4,18,0,1,2,3,16.67
BRS 194,1,11,09tr143,F. cortaderiae,NIV,5,19,0,1,1,2,10.53
BRS 194,1,15,09tr143,F. cortaderiae,NIV,1,20,0,1,3,4,20
BRS 194,1,15,09tr143,F. cortaderiae,NIV,2,19,1,1,1,3,15.79
BRS 194,1,15,09tr143,F. cortaderiae,NIV,3,17,1,1,1,3,17.65
BRS 194,1,15,09tr143,F. cortaderiae,NIV,4,18,0,1,2,3,16.67
BRS 194,1,15,09tr143,F. cortaderiae,NIV,5,19,1,1,1,3,15.79
BRS 194,1,19,09tr143,F. cortaderiae,NIV,1,20,0,1,3,4,20
BRS 194,1,19,09tr143,F. cortaderiae,NIV,2,19,1,1,2,4,21.05
BRS 194,1,19,09tr143,F. cortaderiae,NIV,3,17,1,1,1,3,17.65
BRS 194,1,19,09tr143,F. cortaderiae,NIV,4,18,0,1,3,4,22.22
BRS 194,1,19,09tr143,F. cortaderiae,NIV,5,19,2,1,2,5,26.32
BRS 194,2,4,09tr143,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS 194,2,4,09tr143,F. cortaderiae,NIV,2,22,0,1,0,1,4.55
BRS 194,2,4,09tr143,F. cortaderiae,NIV,3,21,1,1,0,2,9.52
BRS 194,2,7,09tr143,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS 194,2,7,09tr143,F. cortaderiae,NIV,2,22,3,1,0,4,18.18
BRS 194,2,7,09tr143,F. cortaderiae,NIV,3,21,1,1,1,3,14.29
BRS 194,2,11,09tr143,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS 194,2,11,09tr143,F. cortaderiae,NIV,2,22,3,1,0,4,18.18
BRS 194,2,11,09tr143,F. cortaderiae,NIV,3,21,1,1,1,3,14.29
BRS 194,2,20,09tr143,F. cortaderiae,NIV,1,18,0,1,0,1,5.56
BRS 194,2,20,09tr143,F. cortaderiae,NIV,2,22,3,1,0,4,18.18
BRS 194,2,20,09tr143,F. cortaderiae,NIV,3,21,1,1,1,3,14.29
BRS Guamirim,1,4,09tr143,F. cortaderiae,NIV,1,20,0,1,1,2,10
BRS Guamirim,1,4,09tr143,F. cortaderiae,NIV,2,19,0,0,0,0,0
BRS Guamirim,1,4,09tr143,F. cortaderiae,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,4,09tr143,F. cortaderiae,NIV,4,19,0,1,0,1,5.263
BRS Guamirim,1,4,09tr143,F. cortaderiae,NIV,5,21,0,1,0,1,4.762
BRS Guamirim,1,7,09tr143,F. cortaderiae,NIV,1,20,0,1,1,2,10
BRS Guamirim,1,7,09tr143,F. cortaderiae,NIV,2,19,0,0,0,0,0
BRS Guamirim,1,7,09tr143,F. cortaderiae,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,7,09tr143,F. cortaderiae,NIV,4,19,0,1,1,2,10.526
BRS Guamirim,1,7,09tr143,F. cortaderiae,NIV,5,21,0,1,0,1,4.762
BRS Guamirim,1,11,09tr143,F. cortaderiae,NIV,1,20,0,1,1,2,10
BRS Guamirim,1,11,09tr143,F. cortaderiae,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,11,09tr143,F. cortaderiae,NIV,4,19,0,1,1,2,10.526
BRS Guamirim,1,11,09tr143,F. cortaderiae,NIV,5,21,1,1,0,2,9.524
BRS Guamirim,1,17,09tr143,F. cortaderiae,NIV,1,20,1,1,3,5,25
BRS Guamirim,1,17,09tr143,F. cortaderiae,NIV,3,17,0,1,1,2,11.765
BRS Guamirim,1,17,09tr143,F. cortaderiae,NIV,4,19,4,1,2,7,36.842
BRS Guamirim,1,17,09tr143,F. cortaderiae,NIV,5,21,2,1,1,4,19.048
BRS Guamirim,1,24,09tr143,F. cortaderiae,NIV,1,20,2,1,5,8,40
BRS Guamirim,1,24,09tr143,F. cortaderiae,NIV,3,17,2,1,3,6,35.294
BRS Guamirim,1,24,09tr143,F. cortaderiae,NIV,4,19,4,1,4,9,47.368
BRS Guamirim,1,24,09tr143,F. cortaderiae,NIV,5,21,4,1,2,7,33.333
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,2,19,0,1,0,1,5.26
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,4,19,0,1,0,1,5.26
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,5,20,0,1,0,1,5
BRS Guamirim,2,4,09tr143,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,2,19,0,1,0,1,5.26
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,5,20,0,1,0,1,5
BRS Guamirim,2,7,09tr143,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,1,20,0,1,0,1,5
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,2,19,0,1,0,1,5.26
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,4,19,1,1,0,2,10.53
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,5,20,0,1,0,1,5
BRS Guamirim,2,11,09tr143,F. cortaderiae,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,1,20,0,1,1,2,10
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,2,19,1,1,0,2,10.53
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,3,18,0,1,0,1,5.56
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,4,19,2,1,1,4,21.05
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,5,20,1,1,1,3,15
BRS Guamirim,2,17,09tr143,F. cortaderiae,NIV,6,18,0,1,2,3,16.67
BRS Guamirim,2,24,09tr143,F. cortaderiae,NIV,1,20,2,1,3,6,30
